Emotion,Comment
anger,Not finishing my duty as a class leader.
fear,Left alone in the biology building surrounded by empty buildings.
shame,Someone told me we are not as good as the All English Class.
shame,Not getting the reference paper.
guilt,Did not return the library book on time.
joy,Hear a very nice joke made by a friend.
fear,Thinking about death when walking alone at night.
shame,"Found out that someone I knew well has been misunderstanding me  
for 2 years."
sadness,Death of a relative.
anger,Made a mistake at work.
joy,Found my name on the list of attending the English lectures.
disgust,Someone had stolen an article from a library journal.
shame,Not doing well in the examn.
joy,"Did well in an examn just before my father's birthday: the best  
present I can give to my father."
fear,"I asked someone to bring some present to my father and found out  
that he is not a reliable person. I was afraid if my father would  
not get the presents he would be angry with me."
anger,"Some classmates said I did not do enough social work. Therefore I  
was not elected as a ""Tree Good"" student."
sadness,"My father won't be so pleased with me as if I was elected ""Three  
Good""."
disgust,My roommate's lack of consideration of me.
shame,"My sister said I am not a stable person, and I think she is  
right."
guilt,"My sister forgot to bring presents for my birthday, I was rude to  
her."
joy,Had a nice letter from my close friend.
anger,Being insulted by my roommate (she is in the English Class).
sadness,Not being able to do well to be chosen for the English lecture.
disgust,My roommate boasting about her English lectures.
shame,"When the class leader read out the names of those chosen for the  
English lecture and I was not on the list."
joy,Relatives visiting me.
fear,"Finding out the great difference between China and the West in  
science."
disgust,Saw my unfair report.
disgust,Lecturers being unfair to me in reports.
anger,"Finding out that some students are getting good reports they do  
not deserve."
anger,People impolite with me because I did not get a good report.
anger,I kicked the chair in the classroom to express my anger.
joy,Finding out I was chosen for the English lectures.
fear,"My roommate refused to walk with me to the English lectures. I  
have to walk alone in the dark. Lectures are in the biology  
building."
anger,My roommate being unconsiderate.
shame,My best friend was not chosen for the English lectures.
shame,Not doing well in the examn.
joy,My boat running into another boat.
anger,Punished by a leader.
disgust,Saw a mate bribing the leader.
shame,Insulted by a woman in public.
disgust,Fight with my mate after a quarrel.
joy,Receiving a nice present from my parents.
anger,Finding out that I made a stupid mistake in the examn.
anger,"Finding out about some girls who have been nice to the class  
leader in order to go to the neuropsychology lectures (English  
ones)."
shame,Finding out I am not chosen for the English lectures.
sadness,"Some students whose English is worse than mine can go to your  
lectures (English lectures)."
shame,Insulted by classmate in public.
fear,Walking in the dark and thinking about ghost stories.
shame,Had an insulting letter from my father.
sadness,Being misunderstood by friends.
shame,Failed in a piblic argument.
joy,"Finding out I am chosen to collect norms for Chinese aphasia (I  
will contribute to China's catching up with the West in  
neuropsychology)."
fear,"Finding out in your lecture that a doctor can make misdiagnoses  
because of ignorance in neuropsychology."
anger,Someone talking about me at my back.
sadness,"Found out that my grandmother might have been misdiagnosed as a  
psychiatric patient because the doctor did not know about  
neurologism."
joy,Going to a concert.
fear,Finding out that a boy I do not like is in love with me.
anger,Being told that I have not got a personality.
sadness,"Power cut made me unable to listen to the songs sung by my  
favourite pop star."
disgust,Someone acting stupid in public.
shame,Not being able to answer question in a seminar.
fear,Hearing a strange noise in the biology building.
disgust,Being looked at by someone I do not like.
shame,"I am chosen for the English lectures instead of my good friend  
and people told me that girls are more likely to be chosen."
guilt,"I was not able to explain well to my good friend to make him less  
angry."
joy,Finding out that the person I love understands me.
fear,Watching a horror film.
anger,Being mistreated by other people.
sadness,Deceived by other people and ran into trouble.
shame,Not doing well in the examn.
guilt,Finding out that I have misunderstood other people.
fear,"Staying alone in the room after midnight and reading horror  
stories."
shame,"Saw on TV China not winning more gold medals in the Asian  
Olympics."
guilt,Not handing in homework in time.
joy,Having a good trip on a boat with good friends.
fear,Saw a classmate knocked down by a motorcycle.
anger,"Being sexually assulted on a bus and noone helped (people only  
laughed)."
shame,Being criticized by teacher in public.
guilt,Shouting at my parents because I was angry about something else.
