Emotion,Comment
5,"During the English lesson we were required to do a play.  A few  
days after doing it the teacher asked us to do it again at a meeting   
and I forgot my part."
6,"Once, my friend and I went to the Tai 60 to cycle.  My mother had  
told me not to go.  Unfortunately I broke my pectoral girdle and  
had to go to hospital.  When my mother  came to see me I felt  
guilty as I had not listened to her and I had to soon sit for a  
public examination."
1,"At noon one Sunday I received a phone call telling me that my  
mother had been knocked down by a car at the street crossing and  
that her husband should go and see her.  I could not believe this  
as my father and my mother had gone out together to buy lunch  
boxes.  However I immediately ran to the scene of the accident."
2,"The day the results of the Chinese university was announced I  
should have been very happy; however my grandmother, because of   
her prejudice and misunderstanding, started a  quarrel with my  
mother.  She expected me to take her side and she deliberately  
talked of my mother's wrong doings.  I was very angry because -  
one my grandmother was not being reasonable and two because it  
should have been a happy day and three we had moved into a new  
house that day."
3,"When I was in lower six class during the Summer I joined a  
research group of the Chinese university student union.  I knew  
a lot of CV students there.  A year later one of them was  
travelling in mainland China and he got T.B.  He died a few weeks  
after coming back to H.K.  We all got together for the funeral  
and when I looked at the body for the last time I felt extremely  
sad."
4,"During these Summer vacations a schoolmate who was not in my  
class went to Britain.  Before he left, his classmates and some  
of us who were accquainted with him had a B.B.Q on the beach.   
When I arrived I saw that some people , who were not close  
friends of the departing person(person A), were playing mahjong.   
Some others were playing bridge and A had nothing to do, besides  
it was A who had prepared the food.  Later when we wanted to talk  
and his classmates did not even have the decency to listen to him.   
They only asked him a few questions half-heartedly and then they  
talked on their own.  Some of their conversation was against me and   
another classmate."
6,"I went to a friend's baptism as she became a Christian after me  
and I realized that she was more enthusiastic about her spiritual  
life than I was.  When I was with my brothers and sisters of  
Christ I had a guilty feeling which could not be dismissed  
easily.  When pepole asked me as to when I would be baptised my  
guilt feeling deepened."
0,"When I received the result slip of the higher level examination  
(an university entrance exam) and saw that I had a very good  
possibility of being accepted into the university, I felt very  
excited."
1,"One camping night, I listened to the ghost stories told by my  
classmates.  "
3,"When I was ill and had to stay at the hospital for a period of  
time.  "
6,"Once I quarrelled with my sister and after this I deliberately  
messed up her belongings."
0,"I had a dream : I had a very close friend who had several stone  
houses in the New Territories (villages) but they did not have  
much furniture.  He took me to see his fields (I had never seen  
them before) and there were several inches of clear water on  
which the sunshine was reflected.  I wanted to sit among the  
short green plants in the fields but was afraid of treading the  
plants to death.  My friend said ""They will not die"" and I sat  
down happily and my trousers did not get wet."
3,"I suddenly found that those whom I considerered to be my good  
friends did not care for me.  Although I could still be with them  
I felt unimportant.  I deeply thought about the reason behind  
this so as to see who was responsible for this.  Finally I made  
up my mind and decided not to expect too much from them.  I was  
sad when I decided that they were no longer my good friends."
4,"I had a friend who was very kind to me.  I tried my best to like  
him and understand him but when I was with him I could not help  
rejecting, criticizing and blaming him.  I wanted to get away  
from him as soon as possible."
